dx,dxname,dxshort,edcnnpa,edcnpa,epct,noner,alcohol,drug,injury,psych,unc
01001,"Primary tuberculous infection, bacteriological or histological examination not done",Prim TB complex-no exam,0,0,0,0,0,0,0,0,1
01002,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)",Prim TB complex-exm unkn,0,0,0,0,0,0,0,0,1
01003,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy",Prim TB complex-micro dx,0,0,0,0,0,0,0,0,1
01004,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Prim TB complex-cult dx,0,0,0,0,0,0,0,0,1
01005,"Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Prim TB complex-histo dx,0,0,0,0,0,0,0,0,1
01006,"Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Prim TB complex-oth test,0,0,0,0,0,0,0,0,1
01010,"Tuberculous pleurisy in primary progressive tuberculosis, unspecified",Prim TB pleurisy-unspec,0,0,0,0,0,0,0,0,1
01011,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done",Prim TB pleurisy-no exam,0,0,0,0,0,0,0,0,1
01012,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",Prim TB pleur-exam unkn,0,0,0,0,0,0,0,0,1
01013,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",Prim TB pleuris-micro dx,0,0,0,0,0,0,0,0,1
01014,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Prim TB pleurisy-cult dx,0,0,0,0,0,0,0,0,1
01015,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Prim TB pleuris-histo dx,0,0,0,0,0,0,0,0,1
01016,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Prim TB pleuris-oth test,0,0,0,0,0,0,0,0,1
01080,"Other primary progressive tuberculosis, unspecified",Prim prog TB NEC-unspec,0,0,0,0,0,0,0,0,1
01081,"Other primary progressive tuberculosis, bacteriological or histological examination not done",Prim prog TB NEC-no exam,0,0,0,0,0,0,0,0,1
01082,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",Prim pr TB NEC-exam unkn,0,0,0,0,0,0,0,0,1
01083,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",Prim prg TB NEC-micro dx,0,0,0,0,0,0,0,0,1
01084,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Prim prog TB NEC-cult dx,0,0,0,0,0,0,0,0,1
01085,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Prim prg TB NEC-histo dx,0,0,0,0,0,0,0,0,1
01086,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Prim prg TB NEC-oth test,0,0,0,0,0,0,0,0,1
01090,"Primary tuberculous infection, unspecified, unspecified",Primary TB NOS-unspec,0,0,0,0,0,0,0,0,1
01091,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done",Primary TB NOS-no exam,0,0,0,0,0,0,0,0,1
01092,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)",Primary TB NOS-exam unkn,0,0,0,0,0,0,0,0,1
01093,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy",Primary TB NOS-micro dx,0,0,0,0,0,0,0,0,1
01094,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Primary TB NOS-cult dx,0,0,0,0,0,0,0,0,1
01095,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Primary TB NOS-histo dx,0,0,0,0,0,0,0,0,1
01096,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Primary TB NOS-oth test,0,0,0,0,0,0,0,0,1
01100,"Tuberculosis of lung, infiltrative, unspecified",TB lung infiltr-unspec,0,0,0,0,0,0,0,0,1
01101,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done",TB lung infiltr-no exam,0,0,0,0,0,0,0,0,1
01102,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)",TB lung infiltr-exm unkn,0,0,0,0,0,0,0,0,1
01103,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy",TB lung infiltr-micro dx,0,0,0,0,0,0,0,0,1
01104,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung infiltr-cult dx,0,0,0,0,0,0,0,0,1
01105,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung infiltr-histo dx,0,0,0,0,0,0,0,0,1
01106,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung infiltr-oth test,0,0,0,0,0,0,0,0,1
01110,"Tuberculosis of lung, nodular, unspecified",TB lung nodular-unspec,0,0,0,0,0,0,0,0,1
01111,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",TB lung nodular-no exam,0,0,0,0,0,0,0,0,1
01112,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)",TB lung nodul-exam unkn,0,0,0,0,0,0,0,0,1
01113,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy",TB lung nodular-micro dx,0,0,0,0,0,0,0,0,1
01114,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung nodular-cult dx,0,0,0,0,0,0,0,0,1
01115,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung nodular-histo dx,0,0,0,0,0,0,0,0,1
01116,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung nodular-oth test,0,0,0,0,0,0,0,0,1
01120,"Tuberculosis of lung with cavitation, unspecified",TB lung w cavity-unspec,0,0,0,0,0,0,0,0,1
01121,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done",TB lung w cavity-no exam,0,0,0,0,0,0,0,0,1
01122,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)",TB lung cavity-exam unkn,0,0,0,0,0,0,0,0,1
01123,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy",TB lung w cavit-micro dx,0,0,0,0,0,0,0,0,1
01124,"Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung w cavity-cult dx,0,0,0,0,0,0,0,0,1
01125,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung w cavit-histo dx,0,0,0,0,0,0,0,0,1
01126,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung w cavit-oth test,0,0,0,0,0,0,0,0,1
01130,"Tuberculosis of bronchus, unspecified",TB of bronchus-unspec,0,0,0,0,0,0,0,0,1
01131,"Tuberculosis of bronchus, bacteriological or histological examination not done",TB of bronchus-no exam,0,0,0,0,0,0,0,0,1
01132,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)",TB of bronchus-exam unkn,0,0,0,0,0,0,0,0,1
01133,"Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy",TB of bronchus-micro dx,0,0,0,0,0,0,0,0,1
01134,"Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture",TB of bronchus-cult dx,0,0,0,0,0,0,0,0,1
01135,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of bronchus-histo dx,0,0,0,0,0,0,0,0,1
01136,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of bronchus-oth test,0,0,0,0,0,0,0,0,1
01140,"Tuberculous fibrosis of lung, unspecified",TB lung fibrosis-unspec,0,0,0,0,0,0,0,0,1
01141,"Tuberculous fibrosis of lung, bacteriological or histological examination not done",TB lung fibrosis-no exam,0,0,0,0,0,0,0,0,1
01142,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)",TB lung fibros-exam unkn,0,0,0,0,0,0,0,0,1
01143,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy",TB lung fibros-micro dx,0,0,0,0,0,0,0,0,1
01144,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB lung fibrosis-cult dx,0,0,0,0,0,0,0,0,1
01145,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB lung fibros-histo dx,0,0,0,0,0,0,0,0,1
01146,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB lung fibros-oth test,0,0,0,0,0,0,0,0,1
01150,"Tuberculous bronchiectasis, unspecified",TB bronchiectasis-unspec,0,0,0,0,0,0,0,0,1
01151,"Tuberculous bronchiectasis, bacteriological or histological examination not done",TB bronchiect-no exam,0,0,0,0,0,0,0,0,1
01152,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)",TB bronchiect-exam unkn,0,0,0,0,0,0,0,0,1
01153,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy",TB bronchiect-micro dx,0,0,0,0,0,0,0,0,1
01154,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB bronchiect-cult dx,0,0,0,0,0,0,0,0,1
01155,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB bronchiect-histo dx,0,0,0,0,0,0,0,0,1
01156,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB bronchiect-oth test,0,0,0,0,0,0,0,0,1
01160,"Tuberculous pneumonia [any form], unspecified",TB pneumonia-unspec,0,0,0,0,0,0,0,0,1
01161,"Tuberculous pneumonia [any form], bacteriological or histological examination not done",TB pneumonia-no exam,0,0,0,0,0,0,0,0,1
01162,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)",TB pneumonia-exam unkn,0,0,0,0,0,0,0,0,1
01163,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy",TB pneumonia-micro dx,0,0,0,0,0,0,0,0,1
01164,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pneumonia-cult dx,0,0,0,0,0,0,0,0,1
01165,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pneumonia-histo dx,0,0,0,0,0,0,0,0,1
01166,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pneumonia-oth test,0,0,0,0,0,0,0,0,1
01170,"Tuberculous pneumothorax, unspecified",TB pneumothorax-unspec,0,0,0,0,0,0,0,0,1
01171,"Tuberculous pneumothorax, bacteriological or histological examination not done",TB pneumothorax-no exam,0,0,0,0,0,0,0,0,1
01172,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)",TB pneumothorx-exam unkn,0,0,0,0,0,0,0,0,1
01173,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy",TB pneumothorax-micro dx,0,0,0,0,0,0,0,0,1
01174,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pneumothorax-cult dx,0,0,0,0,0,0,0,0,1
01175,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pneumothorax-histo dx,0,0,0,0,0,0,0,0,1
01176,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pneumothorax-oth test,0,0,0,0,0,0,0,0,1
01180,"Other specified pulmonary tuberculosis, unspecified",Pulmonary TB NEC-unspec,0,0,0,0,0,0,0,0,1
01181,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done",Pulmonary TB NEC-no exam,0,0,0,0,0,0,0,0,1
01182,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",Pulmon TB NEC-exam unkn,0,0,0,0,0,0,0,0,1
01183,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NEC-micro dx,0,0,0,0,0,0,0,0,1
01184,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NEC-cult dx,0,0,0,0,0,0,0,0,1
01185,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NEC-histo dx,0,0,0,0,0,0,0,0,1
01186,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NEC-oth test,0,0,0,0,0,0,0,0,1
01190,"Pulmonary tuberculosis, unspecified, unspecified",Pulmonary TB NOS-unspec,0,1,0,0,0,0,0,0,0
01191,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",Pulmonary TB NOS-no exam,0,0,0,0,0,0,0,0,1
01192,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",Pulmon TB NOS-exam unkn,0,0,0,0,0,0,0,0,1
01193,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NOS-micro dx,0,0,0,0,0,0,0,0,1
01194,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NOS-cult dx,0,0,0,0,0,0,0,0,1
01195,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NOS-histo dx,0,0,0,0,0,0,0,0,1
01196,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NOS-oth test,0,0,0,0,0,0,0,0,1
01200,"Tuberculous pleurisy, unspecified",TB pleurisy-unspec,0,0,0,0,0,0,0,0,1
01201,"Tuberculous pleurisy, bacteriological or histological examination not done",TB pleurisy-no exam,0,0,0,0,0,0,0,0,1
01202,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",TB pleurisy-exam unkn,0,0,0,0,0,0,0,0,1
01203,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",TB pleurisy-micro dx,0,0,0,0,0,0,0,0,1
01204,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pleurisy-cult dx,0,0,0,0,0,0,0,0,1
01205,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pleurisy-histolog dx,0,0,0,0,0,0,0,0,1
01206,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pleurisy-oth test,0,0,0,0,0,0,0,0,1
01210,"Tuberculosis of intrathoracic lymph nodes, unspecified",TB thoracic nodes-unspec,0,0,0,0,0,0,0,0,1
01211,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",TB thorax node-no exam,0,0,0,0,0,0,0,0,1
01212,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",TB thorax node-exam unkn,0,0,0,0,0,0,0,0,1
01213,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",TB thorax node-micro dx,0,0,0,0,0,0,0,0,1
01214,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB thorax node-cult dx,0,0,0,0,0,0,0,0,1
01215,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB thorax node-histo dx,0,0,0,0,0,0,0,0,1
01216,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB thorax node-oth test,0,0,0,0,0,0,0,0,1
01220,"Isolated tracheal or bronchial tuberculosis, unspecified",Isol tracheal tb-unspec,0,0,0,0,0,0,0,0,1
01221,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",Isol tracheal tb-no exam,0,0,0,0,0,0,0,0,1
01222,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination  unknown (at present)",Isol trach tb-exam unkn,0,0,0,0,0,0,0,0,1
01223,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",Isolat trach tb-micro dx,0,0,0,0,0,0,0,0,1
01224,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Isol tracheal tb-cult dx,0,0,0,0,0,0,0,0,1
01225,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Isolat trach tb-histo dx,0,0,0,0,0,0,0,0,1
01226,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Isolat trach tb-oth test,0,0,0,0,0,0,0,0,1
01230,"Tuberculous laryngitis, unspecified",TB laryngitis-unspec,0,0,0,0,0,0,0,0,1
01231,"Tuberculous laryngitis, bacteriological or histological examination not done",TB laryngitis-no exam,0,0,0,0,0,0,0,0,1
01232,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",TB laryngitis-exam unkn,0,0,0,0,0,0,0,0,1
01233,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",TB laryngitis-micro dx,0,0,0,0,0,0,0,0,1
01234,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB laryngitis-cult dx,0,0,0,0,0,0,0,0,1
01235,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB laryngitis-histo dx,0,0,0,0,0,0,0,0,1
01236,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB laryngitis-oth test,0,0,0,0,0,0,0,0,1
01280,"Other specified respiratory tuberculosis, unspecified",Resp TB NEC-unspec,0,0,0,0,0,0,0,0,1
01281,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",Resp TB NEC-no exam,0,0,0,0,0,0,0,0,1
01282,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",Resp TB NEC-exam unkn,0,0,0,0,0,0,0,0,1
01283,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",Resp TB NEC-micro dx,0,0,0,0,0,0,0,0,1
01284,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Resp TB NEC-cult dx,0,0,0,0,0,0,0,0,1
01285,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Resp TB NEC-histo dx,0,0,0,0,0,0,0,0,1
